Timestamp,HRV
0.0,836.0
0.836,844.0
1.68,860.0
2.54,852.0
3.392,840.0
4.232,848.0
5.08,868.0
5.948,880.0
6.828,864.0
7.692,848.0
8.54,856.0
9.396,868.0
10.264,860.0
11.124,840.0
11.964,844.0
12.808,860.0
13.668,872.0
14.54,860.0
15.4,840.0
16.24,848.0
17.088,868.0
17.956,872.0
18.828,852.0
19.68,844.0
20.524,860.0
21.384,872.0
22.256,872.0
23.128,844.0
23.972,840.0
24.812,852.0
25.664,872.0
26.536,860.0
27.396,844.0
28.24,844.0
29.084,864.0
29.948,876.0
30.824,856.0
31.68,844.0
32.524,852.0
33.376,872.0
34.248,868.0
35.116,856.0
35.972,852.0
36.824,852.0
37.676,860.0
38.536,852.0
39.388,840.0
40.228,848.0
41.076,856.0
41.932,868.0
42.8,864.0
43.664,872.0
44.536,868.0
45.404,860.0
46.264,852.0
47.116,852.0
47.968,848.0
48.816,844.0
49.66,836.0
50.496,856.0
51.352,872.0
52.224,876.0
53.1,860.0
53.96,860.0
54.82,868.0
55.688,868.0
56.556,844.0
57.4,828.0
58.228,840.0
