Timestamp,HRV
0.0,848.0
0.848,852.0
1.7,856.0
2.556,872.0
3.428,868.0
4.296,852.0
5.148,840.0
5.988,856.0
6.844,868.0
7.712,856.0
8.568,840.0
9.408,848.0
10.256,872.0
11.128,880.0
12.008,860.0
12.868,840.0
13.708,852.0
14.56,872.0
15.432,856.0
16.288,836.0
17.124,836.0
17.96,868.0
18.828,876.0
19.704,864.0
20.568,848.0
21.416,860.0
22.276,872.0
23.148,860.0
24.008,840.0
24.848,836.0
25.684,860.0
26.544,868.0
27.412,852.0
28.264,848.0
29.112,864.0
29.976,876.0
30.852,868.0
31.72,848.0
32.568,848.0
33.416,860.0
34.276,864.0
35.14,848.0
35.988,840.0
36.828,848.0
37.676,864.0
38.54,868.0
39.408,856.0
40.264,856.0
41.12,864.0
41.984,880.0
42.864,868.0
43.732,844.0
44.576,836.0
45.412,844.0
46.256,856.0
47.112,852.0
47.964,844.0
48.808,852.0
49.66,880.0
50.54,888.0
51.428,864.0
52.292,852.0
53.144,852.0
53.996,856.0
54.852,852.0
55.704,836.0
56.54,840.0
57.38,856.0
