Timestamp,HRV
0.0,844.0
0.844,852.0
1.696,860.0
2.556,856.0
3.412,860.0
4.272,872.0
5.144,876.0
6.02,864.0
6.884,848.0
7.732,848.0
8.58,852.0
9.432,844.0
10.276,836.0
11.112,852.0
11.964,864.0
12.828,876.0
13.704,868.0
14.572,868.0
15.44,868.0
16.308,864.0
17.172,844.0
18.016,836.0
18.852,848.0
19.7,852.0
20.552,848.0
21.4,848.0
22.248,868.0
23.116,880.0
23.996,868.0
24.864,852.0
25.716,856.0
26.572,864.0
27.436,860.0
28.296,840.0
29.136,836.0
29.972,860.0
30.832,876.0
31.708,860.0
32.568,848.0
33.416,848.0
34.264,868.0
35.132,868.0
36.0,852.0
36.852,840.0
37.692,852.0
38.544,876.0
39.42,872.0
40.292,856.0
41.148,840.0
41.988,852.0
42.84,872.0
43.712,860.0
44.572,836.0
45.408,840.0
46.248,860.0
47.108,884.0
47.992,864.0
48.856,844.0
49.7,848.0
50.548,868.0
51.416,876.0
52.292,848.0
53.14,836.0
53.976,852.0
54.828,872.0
55.7,864.0
56.564,840.0
57.404,844.0
58.248,868.0
