Timestamp,HRV
0.0,739.2
0.7392000000000001,728.64
1.4678400000000003,742.72
2.2105600000000005,767.36
2.9779200000000006,763.84
3.7417600000000006,753.28
4.495040000000001,753.28
5.2483200000000005,767.36
6.015680000000001,774.4
6.79008,756.8
7.54688,739.2
8.28608,735.68
9.02176,753.28
9.77504,756.8
10.53184,749.76
11.281600000000001,742.72
12.02432,749.76
12.77408,767.36
13.54144,770.88
14.31232,760.32
15.07264,749.76
15.8224,753.28
16.575680000000002,760.32
17.336,756.8
18.0928,742.72
18.83552,739.2
19.574720000000003,746.24
20.320960000000003,760.32
21.081280000000003,756.8
21.83808,753.28
22.59136,756.8
23.34816,763.84
24.112,767.36
24.879360000000002,756.8
25.63616,749.76
26.38592,746.24
27.13216,746.24
27.878400000000003,742.72
28.62112,753.28
29.3744,753.28
30.12768,756.8
30.88448,760.32
31.6448,767.36
32.41216,767.36
33.17952,756.8
33.93632,739.2
34.67552,739.2
35.414719999999996,753.28
36.16799999999999,756.8
36.9248,746.24
37.67103999999999,742.72
38.413759999999996,763.84
39.17759999999999,777.92
39.95551999999999,763.84
40.71935999999999,746.24
41.46559999999998,739.2
42.204799999999985,760.32
42.96511999999998,760.32
43.72543999999998,742.72
44.46815999999998,739.2
45.20735999999998,756.8
45.96415999999998,770.88
46.73503999999998,763.84
47.49887999999998,742.72
48.24159999999998,746.24
48.98783999999998,760.32
49.74815999999998,760.32
50.50847999999998,739.2
51.247679999999974,742.72
