Timestamp,HRV
0.0,844.0
0.844,852.0
1.696,864.0
2.56,872.0
3.432,856.0
4.288,848.0
5.136,856.0
5.992,876.0
6.868,868.0
7.736,840.0
8.576,836.0
9.412,860.0
10.272,872.0
11.144,852.0
11.996,832.0
12.828,848.0
13.676,884.0
14.56,884.0
15.444,852.0
16.296,844.0
17.14,864.0
18.004,876.0
18.88,848.0
19.728,824.0
20.552,832.0
21.384,860.0
22.244,872.0
23.116,860.0
23.976,856.0
24.832,868.0
25.7,884.0
26.584,872.0
27.456,844.0
28.3,844.0
29.144,844.0
29.988,848.0
30.836,844.0
31.68,852.0
32.532,860.0
33.392,868.0
34.26,868.0
35.128,872.0
36.0,864.0
36.864,856.0
37.72,844.0
38.564,848.0
39.412,852.0
40.264,860.0
41.124,852.0
41.976,852.0
42.828,868.0
43.696,872.0
44.568,860.0
45.428,848.0
46.276,844.0
47.12,856.0
47.976,864.0
48.84,852.0
49.692,852.0
50.544,864.0
51.408,872.0
52.28,864.0
53.144,848.0
53.992,848.0
54.84,856.0
55.696,856.0
56.552,852.0
57.404,848.0
