Timestamp,HRV
0.0,880.0
0.88,868.0
1.748,844.0
2.592,840.0
3.432,848.0
4.28,844.0
5.124,844.0
5.968,848.0
6.816,864.0
7.68,876.0
8.556,868.0
9.424,868.0
10.292,868.0
11.16,860.0
12.02,848.0
12.868,840.0
13.708,848.0
14.556,860.0
15.416,848.0
16.264,844.0
17.108,860.0
17.968,880.0
18.848,872.0
19.72,848.0
20.568,844.0
21.412,864.0
22.276,876.0
23.152,852.0
24.004,836.0
24.84,844.0
25.684,872.0
26.556,872.0
27.428,844.0
28.272,840.0
29.112,860.0
29.972,880.0
30.852,868.0
31.72,844.0
32.564,844.0
33.408,860.0
34.268,872.0
35.14,852.0
35.992,840.0
36.832,848.0
37.68,872.0
38.552,872.0
39.424,856.0
40.28,844.0
41.124,856.0
41.98,864.0
42.844,860.0
43.704,844.0
44.548,844.0
45.392,864.0
46.256,876.0
47.132,864.0
47.996,848.0
48.844,852.0
49.696,860.0
50.556,860.0
51.416,844.0
52.26,844.0
53.104,860.0
53.964,876.0
54.84,868.0
55.708,856.0
56.564,856.0
57.42,864.0
