Timestamp,HRV
0.0,856.0
0.856,876.0
1.732,864.0
2.596,848.0
3.444,852.0
4.296,872.0
5.168,876.0
6.044,856.0
6.9,840.0
7.74,852.0
8.592,860.0
9.452,848.0
10.3,836.0
11.136,848.0
11.984,868.0
12.852,872.0
13.724,868.0
14.592,868.0
15.46,868.0
16.328,864.0
17.192,848.0
18.04,836.0
18.876,840.0
19.716,848.0
20.564,852.0
21.416,856.0
22.272,868.0
23.14,880.0
24.02,868.0
24.888,864.0
25.752,856.0
26.608,852.0
27.46,844.0
28.304,840.0
29.144,848.0
29.992,860.0
30.852,864.0
31.716,860.0
32.576,864.0
33.44,868.0
34.308,864.0
35.172,852.0
36.024,844.0
36.868,852.0
37.72,860.0
38.58,856.0
39.436,852.0
40.288,852.0
41.14,864.0
42.004,872.0
42.876,860.0
43.736,848.0
44.584,848.0
45.432,860.0
46.292,872.0
47.164,852.0
48.016,844.0
48.86,848.0
49.708,872.0
50.58,872.0
51.452,848.0
52.3,836.0
53.136,852.0
53.988,880.0
54.868,868.0
55.736,840.0
56.576,844.0
57.42,868.0
