Timestamp,HRV
0.0,848.0
0.848,860.0
1.708,864.0
2.572,856.0
3.428,840.0
4.268,844.0
5.112,864.0
5.976,872.0
6.848,860.0
7.708,848.0
8.556,856.0
9.412,868.0
10.28,856.0
11.136,848.0
11.984,844.0
12.828,856.0
13.684,872.0
14.556,864.0
15.42,856.0
16.276,856.0
17.132,860.0
17.992,868.0
18.86,852.0
19.712,844.0
20.556,844.0
21.4,856.0
22.256,864.0
23.12,856.0
23.976,852.0
24.828,860.0
25.688,868.0
26.556,872.0
27.428,860.0
28.288,856.0
29.144,852.0
29.996,852.0
30.848,856.0
31.704,848.0
32.552,844.0
33.396,844.0
34.24,860.0
35.1,868.0
35.968,872.0
36.84,868.0
37.708,856.0
38.564,864.0
39.428,864.0
40.292,856.0
41.148,836.0
41.984,832.0
42.816,852.0
43.668,868.0
44.536,860.0
45.396,852.0
46.248,860.0
47.108,884.0
47.992,880.0
48.872,848.0
49.72,832.0
50.552,844.0
51.396,864.0
52.26,856.0
53.116,836.0
53.952,844.0
54.796,884.0
55.68,888.0
56.568,860.0
57.428,840.0
