Timestamp,HRV
0.0,756.8
0.7567999999999999,749.76
1.50656,749.76
2.2563199999999997,753.28
3.0095999999999994,749.76
3.7593599999999996,739.2
4.4985599999999994,746.24
5.2448,760.32
6.005119999999999,770.88
6.775999999999999,756.8
7.532799999999999,746.24
8.279039999999998,756.8
9.035839999999999,770.88
9.806719999999997,760.32
10.567039999999997,732.16
11.299199999999997,735.68
12.034879999999998,756.8
12.791679999999996,774.4
13.566079999999996,756.8
14.322879999999996,739.2
15.062079999999996,749.76
15.811839999999997,774.4
16.586239999999997,767.36
17.3536,739.2
18.0928,728.64
18.82144,749.76
19.571199999999997,770.88
20.34208,763.84
21.105919999999998,746.24
21.85216,749.76
22.60192,767.36
23.36928,770.88
24.14016,746.24
24.886400000000002,735.68
25.62208,739.2
26.36128,756.8
27.118080000000003,763.84
27.88192,753.28
28.6352,753.28
29.38848,763.84
30.15232,770.88
30.9232,756.8
31.68,742.72
32.42272,735.68
33.1584,749.76
33.90816,753.28
34.66144,753.28
35.41472,746.24
36.160959999999996,763.84
36.9248,774.4
37.6992,767.36
38.46656,753.28
39.21984,742.72
39.962559999999996,753.28
40.71584,756.8
41.47264,739.2
42.211839999999995,732.16
42.944,749.76
43.693760000000005,767.36
44.46112,767.36
45.228480000000005,753.28
45.98176,756.8
46.73856000000001,767.36
47.50592,767.36
48.27328000000001,749.76
49.02304000000001,739.2
49.762240000000006,746.24
50.508480000000006,749.76
