Timestamp,HRV
0.0,876.0
0.876,876.0
1.752,852.0
2.604,840.0
3.444,864.0
4.308,880.0
5.188,856.0
6.044,828.0
6.872,844.0
7.716,872.0
8.588,876.0
9.464,852.0
10.316,840.0
11.156,864.0
12.02,876.0
12.896,852.0
13.748,840.0
14.588,844.0
15.432,868.0
16.3,868.0
17.168,852.0
18.02,848.0
18.868,864.0
19.732,872.0
20.604,860.0
21.464,844.0
22.308,852.0
23.16,864.0
24.024,860.0
24.884,848.0
25.732,840.0
26.572,860.0
27.432,864.0
28.296,864.0
29.16,856.0
30.016,860.0
30.876,868.0
31.744,872.0
32.616,856.0
33.472,844.0
34.316,840.0
35.156,852.0
36.008,852.0
36.86,848.0
37.708,852.0
38.56,864.0
39.424,872.0
40.296,880.0
41.176,868.0
42.044,856.0
42.9,852.0
43.752,848.0
44.6,848.0
45.448,840.0
46.288,844.0
47.132,848.0
47.98,868.0
48.848,876.0
49.724,868.0
50.592,864.0
51.456,860.0
52.316,860.0
53.176,856.0
54.032,844.0
54.876,840.0
55.716,844.0
56.56,860.0
57.42,876.0
