Timestamp,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
0.0,1.3471114790620886e-15,-2.6942229581241772e-15,12.384163274117473,-12.384163274117471,8.249999999999998,-8.249999999999995,0.0,4.2862637970157365e-15,50.0,-50.0,38.890872965260115,-38.89087296526011
0.033351862145636464,-2.7355561750697572,2.7355561750697603,13.767873951455183,-13.767873951455183,11.541814429223923,-11.541814429223917,8.704042375221963,-8.704042375221954,48.40858231776453,-48.40858231776453,47.327979670158626,-47.327979670158605
0.06670372429127293,-5.296092433198017,5.29609243319802,14.284727280280922,-14.284727280280922,14.105441745966115,-14.105441745966113,16.851203196539146,-16.851203196539146,43.774528649083265,-43.77452864908326,52.7830902475645,-52.783090247564495
0.1000555864369094,-7.520826076400252,7.520826076400251,13.902966283104474,-13.902966283104476,15.78022087852456,-15.78022087852456,23.92990115218262,-23.929901152182616,36.39158846340816,-36.39158846340817,54.91529093891292,-54.91529093891292
0.13340744858254586,-9.270264472719557,9.270264472719557,12.647362586647205,-12.647362586647207,16.46150023587291,-16.46150023587291,29.49629604956223,-29.49629604956223,26.72612880062476,-26.726128800624764,53.59285594995947,-53.592855949959464
0.16675931072818231,-10.43495109807863,10.43495109807863,10.597610572425381,-10.597610572425387,16.10717667564187,-16.10717667564187,33.20211713025018,-33.20211713025018,15.387675620120925,-15.38767562012093,48.90138257851456,-48.90138257851456
0.2001111728738188,-10.942313534195224,10.942313534195224,7.88326957642827,-7.883269576428276,14.740296620060072,-14.740296620060073,34.81645215425754,-34.81645215425753,3.090476465109252,-3.090476465109258,41.13825522035736,-41.13825522035736
0.23346303501945526,-10.761185007898732,10.761185007898732,4.675575101074643,-4.675575101074645,12.447558679152754,-12.44755867915275,34.24013411604142,-34.24013411604142,-9.391491707691712,9.391491707691706,30.793796019989603,-30.79379601998961
0.2668148971650917,-9.903717794246795,9.903717794246795,1.176636591719301,-1.1766365917193027,9.373814969175703,-9.373814969175692,31.51182934533071,-31.511829345330707,-21.273235412005334,21.27323541200535,18.52029682603088,-18.52029682603086
0.30016675931072817,-8.424571088519096,8.424571088519103,-2.3932967903340887,2.393296790334087,5.712919840992801,-5.712919840992796,26.805453463469846,-26.80545346346985,-31.808112360214853,31.808112360214846,5.090888292624162,-5.090888292624169
0.33351862145636463,-6.417427432754227,6.417427432754229,-5.809700072162976,5.809700072162964,1.695504146830823,-1.695504146830825,20.41908728603616,-20.419087286036177,-40.334749373772716,40.334749373772716,-8.649160371305182,8.649160371305152
