Timestamp,HRV
0.0,840.0
0.84,852.0
1.692,864.0
2.556,860.0
3.416,848.0
4.264,864.0
5.128,872.0
6.0,876.0
6.876,856.0
7.732,848.0
8.58,852.0
9.432,860.0
10.292,852.0
11.144,836.0
11.98,840.0
12.82,864.0
13.684,872.0
14.556,864.0
15.42,856.0
16.276,868.0
17.144,876.0
18.02,860.0
18.88,840.0
19.72,836.0
20.556,848.0
21.404,864.0
22.268,856.0
23.124,852.0
23.976,856.0
24.832,876.0
25.708,872.0
26.58,852.0
27.432,844.0
28.276,852.0
29.128,856.0
29.984,860.0
30.844,856.0
31.7,860.0
32.56,864.0
33.424,864.0
34.288,856.0
35.144,852.0
35.996,848.0
36.844,844.0
37.688,844.0
38.532,868.0
39.4,872.0
40.272,864.0
41.136,856.0
41.992,860.0
42.852,876.0
43.728,860.0
44.588,832.0
45.42,828.0
46.248,856.0
47.104,876.0
47.98,860.0
48.84,840.0
49.68,864.0
50.544,884.0
51.428,872.0
52.3,844.0
53.144,836.0
53.98,856.0
54.836,864.0
55.7,852.0
56.552,840.0
57.392,848.0
58.24,876.0
