Timestamp,HRV
0.0,860.0
0.86,852.0
1.712,852.0
2.564,860.0
3.424,864.0
4.288,860.0
5.148,848.0
5.996,856.0
6.852,860.0
7.712,860.0
8.572,856.0
9.428,856.0
10.284,868.0
11.152,864.0
12.016,852.0
12.868,848.0
13.716,852.0
14.568,852.0
15.42,848.0
16.268,852.0
17.12,864.0
17.984,876.0
18.86,868.0
19.728,856.0
20.584,864.0
21.448,860.0
22.308,844.0
23.152,832.0
23.984,840.0
24.824,860.0
25.684,872.0
26.556,860.0
27.416,860.0
28.276,876.0
29.152,876.0
30.028,856.0
30.884,832.0
31.716,836.0
32.552,856.0
33.408,860.0
34.268,852.0
35.12,844.0
35.964,868.0
36.832,884.0
37.716,876.0
38.592,848.0
39.44,844.0
40.284,852.0
41.136,868.0
42.004,852.0
42.856,832.0
43.688,840.0
44.528,864.0
45.392,880.0
46.272,868.0
47.14,844.0
47.984,856.0
48.84,876.0
49.716,872.0
50.588,848.0
51.436,832.0
52.268,848.0
53.116,872.0
53.988,860.0
54.848,840.0
55.688,844.0
56.532,868.0
57.4,876.0
