Timestamp,HRV
0.0,868.0
0.868,864.0
1.732,840.0
2.572,844.0
3.416,868.0
4.284,888.0
5.172,864.0
6.036,836.0
6.872,844.0
7.716,864.0
8.58,864.0
9.444,840.0
10.284,840.0
11.124,864.0
11.988,884.0
12.872,868.0
13.74,848.0
14.588,848.0
15.436,860.0
16.296,860.0
17.156,848.0
18.004,840.0
18.844,852.0
19.696,868.0
20.564,872.0
21.436,860.0
22.296,860.0
23.156,860.0
24.016,856.0
24.872,856.0
25.728,852.0
26.58,848.0
27.428,844.0
28.272,852.0
29.124,864.0
29.988,868.0
30.856,860.0
31.716,856.0
32.572,864.0
33.436,872.0
34.308,864.0
35.172,844.0
36.016,840.0
36.856,852.0
37.708,860.0
38.568,848.0
39.416,844.0
40.26,856.0
41.116,872.0
41.988,880.0
42.868,868.0
43.736,852.0
44.588,856.0
45.444,860.0
46.304,856.0
47.16,840.0
48.0,836.0
48.836,844.0
49.68,868.0
50.548,868.0
51.416,860.0
52.276,860.0
53.136,872.0
54.008,876.0
54.884,852.0
55.736,836.0
56.572,844.0
57.416,860.0
