Timestamp,HRV
0.0,776.48
0.7764800000000001,794.88
1.57136,798.5600000000001
2.36992,783.84
3.15376,776.48
3.9302400000000004,783.84
4.71408,798.5600000000001
5.51264,794.88
6.30752,780.1600000000001
7.087680000000001,780.1600000000001
7.86784,794.88
8.66272,802.24
9.46496,787.52
10.25248,776.48
11.02896,783.84
11.8128,794.88
12.607679999999998,791.2
13.398879999999998,783.84
14.18272,783.84
14.96656,794.88
15.761439999999999,798.5600000000001
16.56,787.52
17.34752,783.84
18.13136,783.84
18.915200000000002,783.84
19.69904,787.52
20.48656,787.52
21.27408,794.88
22.068960000000004,794.88
22.863840000000003,787.52
23.651360000000004,787.52
24.438880000000005,794.88
25.233760000000007,787.52
26.021280000000004,776.48
26.797760000000007,769.12
27.566880000000005,787.52
28.354400000000005,805.9200000000001
29.160320000000006,802.24
29.962560000000007,783.84
30.74640000000001,787.52
31.53392000000001,802.24
32.336160000000014,802.24
33.13840000000001,772.8000000000001
33.911200000000015,758.08
34.669280000000015,769.12
35.438400000000016,798.5600000000001
36.23696000000001,802.24
37.03920000000001,783.84
37.823040000000006,783.84
38.606880000000004,809.6
39.41648,816.96
40.23344,794.88
41.02832,769.12
41.79744,769.12
42.56656,783.84
43.3504,787.52
44.13792,776.48
44.9144,772.8000000000001
45.687200000000004,791.2
46.4784,809.6
47.288,805.9200000000001
48.09392,791.2
48.88511999999999,787.52
49.672639999999994,791.2
50.46383999999999,794.88
51.25871999999999,780.1600000000001
52.03887999999999,769.12
52.80799999999999,776.48
53.58448,794.88
